Name of College,Branch,Category,Exam name,Marks
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,TFWS,MHT-CET,52.21
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,General,MHT-CET,38.41
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,OBC,MHT-CET,42.09
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,SC,MHT-CET,44.52
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,ST,MHT-CET,25.27
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,EWS,MHT-CET,26.69
"Matoshri College of Engineering and Research Centre, Nashik",Civil Engineering,TFWS,MHT-CET,52.21
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,General,MHT-CET,88.51
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,OBC,MHT-CET,67.05
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,SC,MHT-CET,76.48
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,ST,MHT-CET,69.8
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,EWS,MHT-CET,71.14
"Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Science & Engineering,TFWS,MHT-CET,83.74
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,General,MHT-CET,73.8
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,OBC,MHT-CET,65.04
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,SC,MHT-CET,60.85
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,ST,MHT-CET,55.12
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,EWS,MHT-CET,49.51
"Karmaveer Bhaurao Patil College of Engineering, Satara",Electronics & Telecommunication Engineering,TFWS,MHT-CET,81.98
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,General,MHT-CET,93.71
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,OBC,MHT-CET,67.86
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,SC,MHT-CET,33.56
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,ST,MHT-CET,50.1
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,EWS,MHT-CET,47.01
"Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,TFWS,MHT-CET,83.74
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,General,MHT-CET,58.16
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,OBC,MHT-CET,30.86
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,SC,MHT-CET,38.03
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,ST,MHT-CET,40.73
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,EWS,MHT-CET,26.69
"Karmaveer Bhaurao Patil College of Engineering, Satara",Civil Engineering,TFWS,MHT-CET,65.04
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,General ,MHT-CET,73.99
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,OBC ,MHT-CET,67.05
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,SC ,MHT-CET,76.48
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,ST ,MHT-CET,69.8
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,EWS ,MHT-CET,71.14
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,TFWS,MHT-CET,83.74
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,General ,MHT-CET,70.87
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,OBC ,MHT-CET,65.04
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,SC ,MHT-CET,60.85
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,ST ,MHT-CET,55.12
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,EWS ,MHT-CET,49.51
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,TFWS,MHT-CET,81.98
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,General ,MHT-CET,58.87
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,OBC ,MHT-CET,67.86
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,SC ,MHT-CET,33.56
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,ST ,MHT-CET,50.1
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,EWS ,MHT-CET,47.01
"Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and Data Science,TFWS,MHT-CET,83.74
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,General ,MHT-CET,18.13
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,OBC ,MHT-CET,67.86
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,SC ,MHT-CET,33.56
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,ST ,MHT-CET,50.1
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,EWS ,MHT-CET,47.01
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,TFWS,MHT-CET,83.74
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering,General,MHT-CET,94.09
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering,OBC,MHT-CET,86.45
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering,SC,MHT-CET,88.02
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering,ST,MHT-CET,86.89
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering,NT2,MHT-CET,87.16
"Atharva College of Engineering, Malad (W), Mumbai",Computer Engineering ,TFWS,MHT-CET,95.29
"Atharva College of Engineering, Malad (W), Mumbai",Information Technology,General,MHT-CET,91.37
"Atharva College of Engineering, Malad (W), Mumbai",Information Technology,OBC,MHT-CET,84.19
"Atharva College of Engineering, Malad (W), Mumbai",Information Technology,SC,MHT-CET,85.26
"Atharva College of Engineering, Malad (W), Mumbai",Information Technology,ST,MHT-CET,67.59
"Atharva College of Engineering, Malad (W), Mumbai",Information Technology,TFWS,MHT-CET,95.29
"Atharva College of Engineering, Malad (W), Mumbai",Electronics and Computer Engineering,General,MHT-CET,88.12
"Atharva College of Engineering, Malad (W), Mumbai",Electronics and Computer Engineering,OBC,MHT-CET,84.52
"Atharva College of Engineering, Malad (W), Mumbai",Electronics and Computer Engineering,SC,MHT-CET,81.93
"Atharva College of Engineering, Malad (W), Mumbai",Electronics and Computer Engineering,ST,MHT-CET,48.61
"Atharva College of Engineering, Malad (W), Mumbai",Electronics and Computer Engineering,TFWS,MHT-CET,95.29
"Atharva College of Engineering, Malad (W), Mumbai",Electronics & Telecommunication Engineering,General,MHT-CET,82.71
"Atharva College of Engineering, Malad (W), Mumbai",Electronics & Telecommunication Engineering,OBC,MHT-CET,74.36
"Atharva College of Engineering, Malad (W), Mumbai",Electronics & Telecommunication Engineering,SC,MHT-CET,50.93
"Atharva College of Engineering, Malad (W), Mumbai",Electronics & Telecommunication Engineering,ST,MHT-CET,60.07
"Atharva College of Engineering, Malad (W), Mumbai",Electronics & Telecommunication Engineering,TFWS,MHT-CET,95.29
"Atharva College of Engineering, Malad (W), Mumbai",Electrical Engineering,General,MHT-CET,78.19
"Atharva College of Engineering, Malad (W), Mumbai",Electrical Engineering,OBC,MHT-CET,36.21
"Atharva College of Engineering, Malad (W), Mumbai",Electrical Engineering,SC,MHT-CET,40.16
"Atharva College of Engineering, Malad (W), Mumbai",Electrical Engineering,ST,MHT-CET,37.21
"Atharva College of Engineering, Malad (W), Mumbai",Electrical Engineering ,TFWS,MHT-CET,95.29
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,General,MHT-CET,96.1
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,OBC,MHT-CET,95.9
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,SC,MHT-CET,94.06
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,ST,MHT-CET,93.9
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,TFWS,MHT-CET,97.31
"Don Bosco Institute of Technology, Mumbai",Computer Engineering,NT,MHT-CET,57.22
"Don Bosco Institute of Technology, Mumbai",Information Technology,General,MHT-CET,95.53
"Don Bosco Institute of Technology, Mumbai",Information Technology,OBC,MHT-CET,95.58
"Don Bosco Institute of Technology, Mumbai",Information Technology,SC,MHT-CET,93.44
"Don Bosco Institute of Technology, Mumbai",Information Technology,ST,MHT-CET,93.87
"Don Bosco Institute of Technology, Mumbai",Information Technology,TFWS,MHT-CET,96.56
"Don Bosco Institute of Technology, Mumbai",Information Technology,NT,MHT-CET,80.74
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,General,MHT-CET,89.92
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,OBC,MHT-CET,88.5
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,SC,MHT-CET,90.33
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,ST,MHT-CET,91.2
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,TFWS,MHT-CET,92.93
"Don Bosco Institute of Technology, Mumbai",Electronics & Telecommunication Engineering,NT,MHT-CET,86.89
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,General,MHT-CET,85.97
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,OBC,MHT-CET,69.28
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,SC,MHT-CET,79.53
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,ST,MHT-CET,52.09
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,TFWS,MHT-CET,83.65
"Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,NT,MHT-CET,71.72
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,General,MHT-CET,89.7
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,OPEN,MHT-CET,87.45
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,OBC,MHT-CET,85.07
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,SC,MHT-CET,80.97
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,ST,MHT-CET,76.6
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,NT,MHT-CET,77.84
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,EWS,MHT-CET,87.6
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,TFWS,MHT-CET,87.89
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,PWD,MHT-CET,76.36
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Computer Engineering,PWDOPEN,MHT-CET,87.95
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Information Technology,OPEN,MHT-CET,86.14
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Information Technology,OBC,MHT-CET,85.97
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Information Technology,SC,MHT-CET,70.5
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Information Technology,NT,MHT-CET,75.36
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Artificial Intelligence and Data Science,OPEN,MHT-CET,85.86
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Artificial Intelligence and Data Science,OBC,MHT-CET,85.78
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Artificial Intelligence and Data Science,SC,MHT-CET,80.06
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Artificial Intelligence and Data Science,NT,MHT-CET,69.76
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electronics & Telecommunication Engineering,OPEN,MHT-CET,80.06
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electronics & Telecommunication Engineering,OBC,MHT-CET,79.82
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electronics & Telecommunication Engineering,SC,MHT-CET,76.93
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electronics & Telecommunication Engineering,NT,MHT-CET,65.88
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electrical Engineering,OPEN,MHT-CET,71.6
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electrical Engineering,OBC,MHT-CET,65.55
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electrical Engineering,SC,MHT-CET,67.86
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electrical Engineering,ST,MHT-CET,68.47
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Electrical Engineering,NT,MHT-CET,23.95
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Civil Engineering,OPEN,MHT-CET,68.47
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Civil Engineering,OBC,MHT-CET,54.18
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Civil Engineering,SC,MHT-CET,48.78
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Civil Engineering,ST,MHT-CET,42.16
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,General,MHT-CET,65.29
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,OPEN,MHT-CET,57.99
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,OBC,MHT-CET,42.73
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,SC,MHT-CET,2.4
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,ST,MHT-CET,28
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,NT,MHT-CET,44.37
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,EWS,MHT-CET,61.89
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,TFWS,MHT-CET,68.48
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,PWD,MHT-CET,43.53
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik",Mechanical Engineering,PWDOPEN,MHT-CET,69.76
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,General,MHT-CET,81.16
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,OBC,MHT-CET,79.45
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,SC,MHT-CET,75.89
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,ST,MHT-CET,74.56
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,NT,MHT-CET,73.21
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence and Data Science,General,MHT-CET,80.97
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence and Data Science,OBC,MHT-CET,78.34
